CustomerID,Recency,Frequency,Monetary,AvgPurchaseValue
14537,58,1,355.56,355.56
14538,65,2,388.25,194.125
14539,16,2,537.48,268.74
14540,10,3,996.26,332.08666666666664
14541,59,8,1461.65,182.70625
14542,186,1,103.25,103.25
14543,29,16,3630.33,226.895625
14544,24,2,2024.45,1012.225
14546,5,5,2578.09,515.618
14547,4,8,4007.54,500.9425
14548,151,2,652.8,326.4
14549,311,1,289.24,289.24
14550,11,2,765.62,382.81
14551,18,2,186.23,93.115
14552,152,1,165.07,165.07
14553,19,5,859.27,171.85399999999998
14554,10,4,2381.04,595.26
14555,57,2,324.14,162.07
14557,85,1,788.38,788.38
14560,7,22,2237.77,101.71681818181818
14561,76,3,1080.76,360.25333333333333
14562,4,18,5074.77,281.9316666666667
14565,96,4,3099.12,774.78
14566,111,1,1432.0,1432.0
14567,57,2,1530.3600000000001,765.1800000000001
14569,1,1,227.39,227.39
14570,281,2,218.06,109.03
14572,3,7,2832.84,404.6914285714286
14573,180,9,1653.42,183.71333333333334
14576,372,1,35.400000000000006,35.400000000000006
14577,13,4,859.71,214.9275
14578,3,1,168.63,168.63
14581,17,1,138.6,138.6
14582,41,1,114.11,114.11
14583,6,5,1052.55,210.51
14584,169,4,1042.26,260.565
14585,50,1,157.05,157.05
14586,277,1,237.36,237.36
14587,19,9,1601.14,177.90444444444447
14589,372,1,39.75,39.75
14591,15,4,1447.14,361.785
14592,35,3,570.46,190.15333333333334
14593,22,3,617.99,205.99666666666667
14594,7,2,379.83,189.915
14595,20,6,1740.6,290.09999999999997
14597,11,2,883.15,441.575
14598,44,1,221.97,221.97
14600,306,1,393.33000000000004,393.33000000000004
14601,11,1,213.96,213.96
14603,275,1,660.0,660.0
14606,1,93,12156.65,130.71666666666667
14607,16,14,16569.5,1183.5357142857142
14608,4,4,1785.15,446.2875
14609,72,4,601.56,150.39
14616,243,3,406.08000000000004,135.36
14618,9,3,553.44,184.48000000000002
14619,246,1,394.44,394.44
14620,206,2,412.78000000000003,206.39000000000001
14621,1,5,1788.3600000000001,357.672
14622,185,1,320.58000000000004,320.58000000000004
14623,32,5,889.25,177.85
14624,57,2,225.85,112.925
14625,196,2,899.63,449.815
14626,24,4,2791.27,697.8175
14628,91,2,671.96,335.98
14629,4,2,959.01,479.505
14631,51,3,1006.98,335.66
14632,263,1,114.56,114.56
14633,266,1,344.90000000000003,344.90000000000003
14636,36,2,609.85,304.925
14638,51,1,443.6,443.6
14639,52,6,2984.49,497.41499999999996
14640,24,6,2125.08,354.18
14641,22,1,110.46,110.46
14642,59,1,96.12,96.12
14643,170,2,693.8100000000001,346.90500000000003
14644,68,2,830.76,415.38
14645,157,2,597.09,298.545
14646,2,73,280206.02,3838.4386301369864
14647,201,1,243.22,243.22
14649,5,4,1417.29,354.3225
14651,67,2,654.6,327.3
14652,77,1,114.18,114.18
14653,1,7,1947.55,278.2214285714286
14655,8,4,1932.23,483.0575
14656,169,2,291.05,145.525
14657,18,4,848.22,212.055
14658,5,2,247.15,123.575
14659,9,9,2529.93,281.1033333333333
14660,87,2,285.74,142.87
14661,27,1,107.95,107.95
14662,29,4,771.17,192.7925
14664,20,2,637.89,318.945
14665,61,5,1835.7,367.14
14666,24,1,195.25,195.25
14667,11,25,9241.2,369.648
14669,242,3,1269.99,423.33
14670,280,2,411.53,205.765
14672,235,2,765.55,382.775
14673,3,5,1736.4,347.28000000000003
14675,16,1,604.75,604.75
14676,31,6,2548.2400000000002,424.7066666666667
14680,25,16,28754.11,1797.131875
14681,71,3,498.95,166.31666666666666
14682,188,2,52.0,26.0
14684,26,5,1236.28,247.256
14687,107,1,628.38,628.38
14688,8,21,5630.87,268.13666666666666
14689,209,1,112.8,112.8
14690,44,2,371.7,185.85
14691,31,5,2114.33,422.866
14692,137,4,591.55,147.8875
14693,265,1,172.9,172.9
14696,4,7,2078.95,296.99285714285713
14697,218,2,188.60999999999999,94.30499999999999
14698,2,5,1250.76,250.152
14699,214,1,109.13000000000001,109.13000000000001
14700,32,3,2235.3,745.1
14701,11,9,2549.37,283.2633333333333
14702,1,17,3292.14,193.65529411764706
14703,15,1,318.17,318.17
14704,11,9,1546.91,171.8788888888889
14705,199,1,179.0,179.0
14708,3,3,1126.37,375.45666666666665
14709,15,13,4921.04,378.54153846153844
14710,14,4,606.13,151.5325
14711,10,11,2868.8,260.8
14712,29,3,917.07,305.69
14713,9,11,2666.36,242.39636363636365
14714,24,1,160.19,160.19
14715,25,4,867.38,216.845
14716,43,2,329.68,164.84
14719,2,5,1602.13,320.42600000000004
14720,6,3,663.81,221.26999999999998
14722,147,1,187.92000000000002,187.92000000000002
14723,10,6,1158.3,193.04999999999998
14725,25,1,718.08,718.08
14727,274,1,268.58,268.58
14729,374,1,313.49,313.49
14730,1,8,2005.06,250.6325
14731,47,3,380.02,126.67333333333333
14732,8,8,2702.4900000000002,337.81125000000003
14733,16,12,9585.91,798.8258333333333
14735,4,32,6065.69,189.5528125
14737,4,3,1164.55,388.18333333333334
14738,43,7,1314.45,187.77857142857144
14739,4,7,3902.28,557.4685714285714
14740,197,3,1448.21,482.7366666666667
14741,12,6,1400.34,233.39
14744,16,7,1099.98,157.14000000000001
14745,113,5,1220.26,244.052
14747,249,1,328.2,328.2
14748,29,5,1415.75,283.15
14752,44,1,389.64,389.64
14753,87,1,563.15,563.15
14754,45,2,638.05,319.025
14755,10,11,5010.28,455.47999999999996
14756,15,1,738.96,738.96
14757,75,1,420.5,420.5
14758,145,4,1484.06,371.015
14759,5,3,1625.97,541.99
14760,297,1,89.2,89.2
14761,59,2,255.9,127.95
14762,264,1,300.52,300.52
14764,47,1,278.3,278.3
14765,29,3,254.11,84.70333333333333
14766,8,6,2473.37,412.2283333333333
14768,17,2,192.60000000000002,96.30000000000001
14769,3,8,10674.75,1334.34375
14770,232,2,876.42,438.21
14772,112,1,139.26,139.26
14775,58,3,1011.9,337.3
14776,51,11,2538.3,230.75454545454548
14778,127,2,730.86,365.43
14779,281,3,386.15,128.71666666666667
14780,55,2,447.68,223.84
14782,320,1,200.10000000000002,200.10000000000002
14784,26,2,289.99,144.995
14785,10,2,77.4,38.7
14788,7,2,679.4399999999999,339.71999999999997
14789,29,1,197.64,197.64
14790,17,4,745.06,186.265
14792,64,1,6.2,6.2
14793,21,1,228.99,228.99
14794,3,7,1319.91,188.55857142857144
14795,166,1,131.45000000000002,131.45000000000002
14796,1,17,8022.49,471.9111764705882
14798,53,3,173.74,57.913333333333334
14799,51,1,157.7,157.7
14800,48,12,4339.74,361.645
14801,61,1,193.14,193.14
14803,162,3,845.55,281.84999999999997
14804,9,1,353.27,353.27
14805,15,4,554.65,138.6625
14806,75,1,193.39000000000001,193.39000000000001
14808,40,8,2741.17,342.64625
14810,41,11,2087.88,189.80727272727273
14813,370,2,155.43,77.715
14815,37,2,778.5,389.25
14816,197,1,271.85,271.85
14817,200,2,1110.34,555.17
14818,74,3,657.8,219.26666666666665
14819,64,2,272.07,136.035
14820,21,4,507.29,126.8225
14821,367,1,48.800000000000004,48.800000000000004
14823,180,3,321.43,107.14333333333333
14824,10,4,1127.71,281.9275
14825,4,12,2226.91,185.57583333333332
14828,197,3,2139.76,713.2533333333334
14829,29,4,697.55,174.3875
14830,53,1,197.13,197.13
14834,18,6,1720.3,286.71666666666664
14836,10,3,102.44999999999999,34.15
14837,90,4,1649.5,412.375
14840,268,1,62.85,62.85
14841,53,6,3295.76,549.2933333333334
14842,44,4,2824.69,706.1725
14844,64,4,3189.81,797.4525
14847,149,1,309.4,309.4
14849,22,25,7930.54,317.2216
14850,312,1,325.75,325.75
14851,23,2,511.35,255.675
14852,58,6,2836.69,472.7816666666667
14853,24,2,475.8,237.9
14854,78,7,2759.83,394.26142857142855
14855,119,2,645.65,322.825
14856,36,3,1311.3799999999999,437.1266666666666
14857,60,2,1173.12,586.56
14859,13,4,1353.74,338.435
14860,19,1,170.32,170.32
14861,52,1,125.79,125.79
14862,26,2,841.1999999999999,420.59999999999997
14863,29,1,266.76,266.76
14865,7,2,52.2,26.1
14866,11,12,14389.9,1199.1583333333333
14867,186,3,710.28,236.76
14868,3,8,2953.59,369.19875
14869,9,2,725.7,362.85
14870,262,1,327.25,327.25
14871,3,4,522.38,130.595
14873,210,1,519.68,519.68
14875,108,2,1465.3200000000002,732.6600000000001
14878,13,9,1485.54,165.06
14880,77,3,706.19,235.39666666666668
14881,20,1,255.4,255.4
14882,27,2,589.7,294.85
14883,19,6,761.59,126.93166666666667
14885,132,1,765.3199999999999,765.3199999999999
14886,253,1,364.8,364.8
14887,79,1,1862.0,1862.0
14888,207,1,369.2,369.2
14889,336,1,135.9,135.9
14890,254,1,125.65,125.65
14891,148,2,554.38,277.19
14893,10,2,1237.8500000000001,618.9250000000001
14894,85,1,655.75,655.75
14895,8,20,11138.710000000001,556.9355
14896,205,2,468.77000000000004,234.38500000000002
14897,8,4,1366.38,341.595
14898,23,6,1303.52,217.25333333333333
14901,11,9,1421.29,157.92111111111112
14902,26,1,332.66,332.66
14903,21,5,2810.63,562.126
14904,2,2,1025.44,512.72
14905,158,2,616.15,308.075
14907,3,7,3501.1,500.15714285714284
14908,74,1,277.8,277.8
14910,3,4,434.35,108.5875
14911,1,201,143825.06,715.5475621890547
14912,17,2,867.85,433.925
14913,36,4,1227.43,306.8575
14915,91,2,307.48,153.74
14916,71,4,1268.98,317.245
14918,116,2,1610.15,805.075
14920,213,2,977.77,488.885
14921,30,2,1316.07,658.035
14923,51,1,749.1,749.1
14924,246,1,310.05,310.05
14929,32,1,223.88,223.88
14930,109,3,2372.86,790.9533333333334
14931,5,5,1257.68,251.536
14932,366,1,363.53,363.53
14934,82,2,1890.94,945.47
14935,297,1,1784.71,1784.71
14936,34,8,8137.02,1017.1275
14937,57,3,1621.88,540.6266666666667
14944,30,12,5900.25,491.6875
14946,14,1,100.9,100.9
14947,72,2,290.82,145.41
14948,23,6,1101.97,183.66166666666666
14950,19,1,371.2,371.2
14951,79,1,311.69,311.69
14952,60,11,8099.49,736.3172727272727
14953,25,1,289.82,289.82
14954,12,1,336.17,336.17
14957,253,1,58.49,58.49
14958,147,3,499.68,166.56
14959,64,4,695.42,173.855
14960,8,2,221.27,110.635
14961,11,9,7044.68,782.7422222222223
14962,271,1,126.7,126.7
14963,10,5,1487.8,297.56
14964,247,1,206.21,206.21
14965,96,2,599.0,299.5
14966,15,1,191.32,191.32
14967,50,1,463.8,463.8
14968,30,1,147.59,147.59
14970,68,4,1592.06,398.015
14971,35,3,1116.57,372.19
14972,128,1,114.77,114.77
14973,107,3,1314.45,438.15000000000003
14974,37,1,114.39,114.39
14975,57,1,279.94,279.94
14976,57,7,790.86,112.98
14978,72,5,1931.42,386.284
14981,246,1,102.12,102.12
14984,19,2,213.27,106.635
14985,198,2,296.75,148.375
14987,16,2,326.4,163.2
14988,212,1,334.54,334.54
14995,39,2,233.23000000000002,116.61500000000001
14997,46,3,546.1999999999999,182.06666666666663
14998,170,2,429.87,214.935
15000,48,1,490.52,490.52
15002,116,4,1641.76,410.44
15004,147,1,1246.32,1246.32
15005,16,28,6316.57,225.5917857142857
15006,51,1,502.09,502.09
15007,159,1,156.91,156.91
15009,12,3,1261.78,420.5933333333333
15010,36,1,308.94,308.94
15012,54,2,423.04,211.52
15014,43,2,260.17,130.085
15016,173,1,170.04,170.04
15017,34,1,125.58,125.58
15018,39,3,496.21000000000004,165.40333333333334
15019,267,1,266.0,266.0
15021,9,9,1914.82,212.75777777777776
15022,12,4,905.04,226.26
15023,3,11,6802.76,618.4327272727273
15024,10,10,1661.33,166.13299999999998
15025,33,1,377.01,377.01
15026,80,3,469.0,156.33333333333334
15027,31,4,1066.1499999999999,266.53749999999997
15028,8,4,627.13,156.7825
15030,72,2,518.28,259.14
15031,4,4,668.14,167.035
15032,256,3,4959.1,1653.0333333333335
15033,5,10,2586.67,258.66700000000003
15034,16,8,4308.61,538.57625
15035,90,1,252.73000000000002,252.73000000000002
15036,72,3,465.55,155.18333333333334
15038,59,6,705.49,117.58166666666666
15039,10,47,19914.44,423.7114893617021
15041,170,1,180.35,180.35
15042,199,1,135.93,135.93
15043,31,1,537.0,537.0
15044,19,17,7700.2300000000005,452.954705882353
15045,152,2,735.66,367.83
15046,9,15,5213.7699999999995,347.58466666666664
15047,270,1,343.62,343.62
15048,65,4,384.05,96.0125
15049,274,1,121.17000000000002,121.17000000000002
15050,25,3,1782.09,594.03
15051,23,3,1391.61,463.86999999999995
15052,319,1,215.78,215.78
15053,5,3,697.79,232.59666666666666
15054,12,2,302.1,151.05
15057,275,2,1489.5,744.75
15058,25,11,2124.9900000000002,193.18090909090913
15059,41,9,1337.72,148.63555555555556
15060,8,4,303.09,75.7725
15061,4,48,54534.14,1136.1279166666666
15062,71,4,987.86,246.965
15063,213,1,370.79999999999995,370.79999999999995
15065,38,4,3158.13,789.5325
15066,53,1,893.59,893.59
15067,78,3,1744.76,581.5866666666667
15068,46,2,553.36,276.68
15069,179,1,1109.53,1109.53
15070,373,1,106.2,106.2
15071,94,2,982.07,491.035
15073,10,3,1043.41,347.80333333333334
15074,105,1,748.87,748.87
15075,78,1,773.03,773.03
15076,173,1,880.85,880.85
15078,7,32,9743.11,304.4721875
15079,213,4,895.61,223.9025
15081,22,5,504.8,100.96000000000001
15083,257,1,88.2,88.2
15087,282,1,306.94,306.94
15088,21,2,1160.07,580.035
15089,10,6,2420.84,403.47333333333336
15090,308,1,381.32,381.32
15091,68,1,480.71,480.71
15092,215,2,457.81,228.905
15093,18,6,4597.02,766.1700000000001
15095,104,4,1370.6,342.65
15096,43,1,219.39000000000001,219.39000000000001
15097,4,1,248.08,248.08
15098,182,3,39916.5,13305.5
15099,84,1,410.48,410.48
15100,334,3,876.0,292.0
15101,9,2,317.53,158.765
15103,31,2,703.36,351.68
15104,197,2,1027.44,513.72
15105,18,7,2298.93,328.4185714285714
15106,18,5,1422.52,284.504
15107,311,6,319.5,53.25
15108,142,4,1300.25,325.0625
15109,246,1,484.95,484.95
15110,24,4,996.1,249.025
15111,29,3,1567.48,522.4933333333333
15113,10,3,3609.33,1203.11
15114,30,10,2760.56,276.056
15115,18,1,340.11,340.11
15116,18,4,1352.75,338.1875
15117,15,5,1551.78,310.356
15118,134,1,244.8,244.8
15119,246,1,266.4,266.4
15120,134,1,358.82,358.82
15121,50,2,457.72,228.86
15122,114,3,1633.78,544.5933333333334
15123,7,2,2199.31,1099.655
15124,23,2,184.19,92.095
15125,25,15,11528.48,768.5653333333333
15127,66,1,406.53,406.53
15128,60,4,1471.0,367.75
15129,50,11,3447.4,313.40000000000003
15130,170,1,330.11,330.11
15132,18,5,977.9300000000001,195.586
15133,128,3,982.42,327.4733333333333
15134,15,8,1387.99,173.49875
15135,239,1,139.05,139.05
15136,3,4,1286.7,321.675
15139,240,2,178.96,89.48
15140,52,7,2354.25,336.32142857142856
15142,46,1,498.74,498.74
15143,226,1,259.45,259.45
15144,8,17,6580.44,387.0847058823529
15145,4,4,1194.73,298.6825
15146,165,2,1327.16,663.58
15147,240,1,623.5,623.5
15148,11,1,301.29,301.29
15149,134,1,520.8000000000001,520.8000000000001
15150,17,10,5314.47,531.447
15152,10,13,4745.69,365.0530769230769
15153,31,1,329.25,329.25
15154,75,1,296.42,296.42
15156,1,3,961.49,320.49666666666667
15157,4,3,1936.07,645.3566666666667
15158,45,1,401.40000000000003,401.40000000000003
15159,2,30,18641.010000000002,621.3670000000001
15160,357,1,158.16,158.16
15163,18,2,304.47,152.235
15164,69,3,843.05,281.01666666666665
15165,373,1,487.75,487.75
15167,321,1,163.0,163.0
15168,26,1,106.56,106.56
15171,331,1,1289.5,1289.5
15172,9,5,1624.05,324.81
15174,323,1,135.75,135.75
15175,72,1,224.14,224.14
15178,260,1,40.5,40.5
15179,18,5,2206.95,441.39
15180,367,1,87.5,87.5
15181,66,3,689.4799999999999,229.82666666666663
15182,154,2,622.85,311.425
15184,29,2,406.76,203.38
15185,70,1,310.62,310.62
15186,14,2,411.41,205.705
15187,2,16,4777.18,298.57375
15189,1,41,16225.39,395.74121951219513
15192,120,3,1044.32,348.1066666666666
15193,61,1,499.32,499.32
15194,3,15,7616.53,507.76866666666666
15195,3,1,3861.0,3861.0
15197,11,3,1079.6100000000001,359.87000000000006
15198,92,2,193.64,96.82
15199,59,4,1268.7,317.175
15201,87,5,1236.54,247.308
15203,26,6,1827.8,304.6333333333333
15204,357,1,316.58,316.58
15205,85,2,653.24,326.62
15206,10,4,420.29999999999995,105.07499999999999
15208,1,5,870.12,174.024
15210,225,1,331.18,331.18
15211,60,2,894.4100000000001,447.20500000000004
15212,241,1,101.8,101.8
15213,319,2,328.35,164.175
15214,2,8,1661.44,207.68
15215,47,3,734.94,244.98000000000002
15216,88,1,96.6,96.6
15218,11,11,5756.89,523.3536363636364
15219,176,1,305.75,305.75
15220,52,6,1778.96,296.49333333333334
15221,366,1,403.25,403.25
15222,319,1,585.0,585.0
15223,226,2,755.75,377.875
15224,358,2,322.08,161.04
15225,234,1,409.40000000000003,409.40000000000003
15226,311,1,154.41,154.41
15227,37,5,1219.4,243.88000000000002
15228,66,4,3386.71,846.6775
15230,239,2,429.6,214.8
15232,113,2,612.06,306.03
15234,277,1,197.0,197.0
15235,218,12,2247.51,187.29250000000002
15236,299,1,321.05,321.05
15237,2,4,1412.32,353.08
15238,29,3,1071.99,357.33
15239,10,2,780.59,390.295
15240,45,5,1706.57,341.31399999999996
15241,67,8,1756.44,219.555
15243,74,1,316.68,316.68
15244,65,2,631.57,315.785
15245,134,3,2515.84,838.6133333333333
15246,238,2,514.15,257.075
15247,122,1,356.0,356.0
15249,32,13,6688.46,514.496923076923
15251,9,11,10484.99,953.180909090909
15252,36,2,740.78,370.39
15253,16,5,918.1999999999999,183.64
15254,127,1,300.36,300.36
15255,67,1,890.85,890.85
15256,149,1,98.45,98.45
15257,283,1,317.15,317.15
15258,169,2,623.16,311.58
15260,100,7,1810.77,258.68142857142857
15261,135,1,254.82,254.82
15262,324,1,178.95000000000002,178.95000000000002
15263,107,1,156.51,156.51
15264,64,1,393.74,393.74
15265,151,2,1506.1200000000001,753.0600000000001
15266,338,1,119.3,119.3
15267,22,5,1717.36,343.472
15269,24,1,408.8,408.8
15270,16,7,2379.49,339.9271428571428
15271,7,15,2507.07,167.138
15272,57,2,721.94,360.97
15274,4,2,716.57,358.285
15275,38,1,615.14,615.14
15276,66,1,135.31,135.31
15277,47,1,255.89999999999998,255.89999999999998
15279,355,1,290.51,290.51
15280,172,1,113.12,113.12
15281,59,9,2332.15,259.1277777777778
15286,50,1,240.55,240.55
15287,22,2,486.69,243.345
15288,43,5,2306.52,461.304
15289,29,3,939.78,313.26
15290,5,18,7943.22,441.29
15291,26,15,4668.3,311.22
15292,201,1,180.94,180.94
15296,51,6,3672.86,612.1433333333333
15297,10,3,641.94,213.98000000000002
15298,2,12,4799.9,399.9916666666666
15299,67,7,4507.01,643.8585714285715
15300,64,1,496.44,496.44
15301,51,12,5070.35,422.5291666666667
15303,290,1,574.02,574.02
15304,61,8,694.4000000000001,86.80000000000001
15306,64,3,1174.35,391.45
15307,96,1,205.3,205.3
15308,274,1,310.47,310.47
15311,1,91,60767.9,667.7791208791209
15312,75,4,924.85,231.2125
15313,110,1,52.0,52.0
15314,199,1,327.97,327.97
15315,64,2,570.5,285.25
15316,327,1,165.0,165.0
15318,4,1,312.62,312.62
15319,284,1,204.5,204.5
15320,44,1,267.13,267.13
15321,71,3,2748.31,916.1033333333334
15322,86,1,679.68,679.68
15325,104,1,162.29,162.29
15326,334,1,311.71,311.71
15327,53,1,208.75,208.75
15329,39,3,1049.7,349.90000000000003
15330,32,2,714.96,357.48
15332,366,4,1661.06,415.265
15333,208,1,1028.56,1028.56
15334,157,3,351.67,117.22333333333334
15335,54,1,173.97,173.97
15339,66,2,574.07,287.035
15341,81,1,2020.52,2020.52
15342,130,1,406.09,406.09
15343,87,1,364.5,364.5
15344,1,3,563.94,187.98000000000002
15345,46,1,393.54,393.54
15346,333,1,252.42000000000002,252.42000000000002
15347,366,1,201.60000000000002,201.60000000000002
15348,72,1,158.04,158.04
15349,158,2,473.81,236.905
15350,373,1,115.65,115.65
15351,12,7,1960.1100000000001,280.0157142857143
15353,255,2,777.02,388.51
15355,29,2,277.05,138.525
15356,31,10,2766.5,276.65
15358,5,22,8347.2,379.41818181818184
15360,40,1,427.93,427.93
15361,362,1,418.92,418.92
15363,373,1,326.0,326.0
15364,96,2,913.19,456.595
15365,26,7,2314.32,330.6171428571429
15366,75,2,602.51,301.255
15367,57,4,1877.59,469.3975
15368,21,1,446.94000000000005,446.94000000000005
15370,41,7,2386.05,340.86428571428576
15372,137,1,2007.3999999999999,2007.3999999999999
15373,8,12,2415.91,201.32583333333332
15374,129,1,168.0,168.0
15376,40,3,1233.3600000000001,411.12000000000006
15379,169,7,3703.29,529.0414285714286
15380,9,5,1690.2600000000002,338.052
15381,214,2,596.85,298.425
15382,15,6,5955.71,992.6183333333333
15384,170,2,642.41,321.205
15385,40,1,316.88,316.88
15386,186,1,394.14,394.14
15388,270,1,140.54,140.54
15389,172,1,500.0,500.0
15392,5,4,1535.53,383.8825
15393,16,2,231.86,115.93
15394,10,4,2183.54,545.885
15395,326,1,107.45,107.45
15396,113,1,288.18,288.18
15397,290,1,94.0,94.0
15398,16,2,1345.53,672.765
15399,1,3,815.77,271.92333333333335
15400,92,5,716.2,143.24
15402,149,2,626.77,313.385
15405,189,1,349.1,349.1
15406,31,2,510.71000000000004,255.35500000000002
15407,34,4,1056.44,264.11
15408,264,1,267.18,267.18
15410,84,8,3450.84,431.355
15411,26,4,1358.88,339.72
15412,171,1,190.53,190.53
15414,10,3,774.9000000000001,258.3
15415,313,1,572.8100000000001,572.8100000000001
15416,65,4,3984.32,996.08
15417,85,1,508.8,508.8
15419,25,1,135.86,135.86
15421,59,4,950.36,237.59
15422,323,2,97.7,48.85
15423,38,1,43.5,43.5
15424,254,2,383.34,191.67
15426,19,5,1447.39,289.478
15427,33,3,1483.14,494.38000000000005
15428,15,1,93.78,93.78
15429,27,2,397.35,198.675
15432,23,1,171.19,171.19
15433,214,2,533.3,266.65
15434,8,5,1041.48,208.296
15435,22,1,149.29,149.29
15436,12,3,1122.53,374.1766666666667
15437,262,1,200.16,200.16
15438,131,1,156.57999999999998,156.57999999999998
15440,55,3,383.68,127.89333333333333
15442,249,1,594.0,594.0
15443,2,7,3236.91,462.4157142857143
15444,9,2,1418.26,709.13
15445,264,1,113.5,113.5
15447,331,1,155.17,155.17
15448,313,1,494.64,494.64
15449,26,3,974.52,324.84
15450,30,1,429.84,429.84
15452,30,3,538.73,179.57666666666668
15453,2,7,1388.37,198.3385714285714
15454,362,1,179.1,179.1
15456,283,3,447.22,149.07333333333335
15457,262,1,237.07,237.07
15458,25,1,161.64,161.64
15460,354,1,216.76,216.76
15462,94,3,234.6,78.2
15463,29,1,126.14,126.14
15464,338,1,1048.85,1048.85
15465,20,18,7354.62,408.59
15466,85,1,334.53,334.53
15467,9,3,524.88,174.96
15468,51,2,467.51,233.755
15469,50,2,538.55,269.275
15471,2,1,469.48,469.48
15472,113,1,371.56,371.56
15473,14,7,1771.2,253.02857142857144
15475,77,1,454.10999999999996,454.10999999999996
15478,40,2,1441.42,720.71
15480,116,1,905.5,905.5
15482,16,12,11054.96,921.2466666666666
15483,161,4,233.81,58.4525
15484,1,4,3594.31,898.5775
15485,30,3,2575.0,858.3333333333334
15488,93,1,91.32000000000001,91.32000000000001
15489,23,3,1134.28,378.0933333333333
15491,95,6,3100.09,516.6816666666667
15492,28,2,659.4599999999999,329.72999999999996
15493,33,5,2001.8,400.36
15494,21,2,1299.23,649.615
15497,18,2,1262.2,631.1
15498,3,27,13316.4,493.2
15500,8,4,1131.56,282.89
15502,16,12,10384.93,865.4108333333334
15503,363,1,147.09,147.09
15504,81,1,52.83,52.83
15505,53,5,3610.96,722.192
15506,23,3,979.26,326.42
15507,172,1,492.36,492.36
15508,189,6,1000.27,166.71166666666667
15510,331,1,250.0,250.0
15511,12,5,909.23,181.846
15512,156,2,121.0,60.5
15513,33,19,14758.220000000001,776.7484210526317
15514,12,11,4139.46,376.31454545454545
15516,45,3,62.43,20.81
15517,233,1,267.03,267.03
15518,64,8,1942.45,242.80625
15520,2,1,343.5,343.5
15521,40,8,3000.2,375.025
15522,33,2,398.84,199.42
15523,84,1,412.01000000000005,412.01000000000005
15524,25,1,440.0,440.0
15525,2,3,825.92,275.3066666666667
15526,33,2,148.44,74.22
15527,19,8,2429.78,303.7225
15528,254,1,229.33,229.33
15529,23,11,3995.23,363.20272727272726
15530,22,4,1502.35,375.5875
15531,8,2,2007.44,1003.72
15532,25,4,1580.93,395.2325
15533,19,3,807.57,269.19
15535,173,4,536.4,134.1
15537,163,1,110.92,110.92
15539,7,1,538.46,538.46
15540,11,1,213.3,213.3
15541,114,1,85.13000000000001,85.13000000000001
15543,288,1,127.86,127.86
15544,9,9,3546.71,394.0788888888889
15545,54,2,292.71999999999997,146.35999999999999
15547,7,14,4954.84,353.9171428571429
15549,77,3,1693.26,564.42
15550,4,4,575.63,143.9075
15551,37,1,436.06,436.06
15552,217,1,90.12,90.12
15553,60,1,437.23,437.23
15554,278,1,217.2,217.2
15555,12,16,4805.17,300.323125
15556,24,1,279.77,279.77
15557,29,1,473.65000000000003,473.65000000000003
15561,12,4,800.59,200.1475
15562,352,1,134.55,134.55
15563,22,4,1400.44,350.11
15565,50,2,173.16,86.58
15567,19,1,186.01,186.01
15568,3,3,758.29,252.76333333333332
15569,104,5,1375.71,275.142
15570,7,12,4165.52,347.1266666666667
15571,12,4,650.4300000000001,162.60750000000002
15572,5,7,2552.86,364.69428571428574
15573,32,2,607.45,303.725
15574,178,4,702.25,175.5625
15576,38,1,940.6700000000001,940.6700000000001
15577,151,3,258.88,86.29333333333334
15578,162,1,127.1,127.1
15579,69,2,348.6,174.3
15581,121,13,3679.9700000000003,283.0746153846154
15582,25,3,682.9100000000001,227.63666666666668
15584,24,4,725.11,181.2775
15585,177,1,455.3,455.3
15587,50,4,913.6800000000001,228.42000000000002
15589,256,3,478.53000000000003,159.51000000000002
15592,47,1,388.58,388.58
15593,71,1,199.8,199.8
15594,16,5,1771.78,354.356
15596,101,5,1406.59,281.318
15597,35,1,324.57,324.57
15598,53,1,240.68,240.68
15599,27,2,761.74,380.87
15601,11,14,6776.56,484.04
15602,8,9,1297.8700000000001,144.20777777777778
15603,79,1,48.480000000000004,48.480000000000004
15604,52,1,216.39,216.39
15605,36,5,1198.23,239.64600000000002
15606,61,9,2920.16,324.4622222222222
15607,337,1,104.76,104.76
15608,28,4,1093.68,273.42
15609,184,1,298.48,298.48
15610,52,1,112.46000000000001,112.46000000000001
15611,10,13,1591.45,122.41923076923078
15612,36,2,195.15,97.575
15615,10,23,10399.74,452.1626086956522
15618,33,4,776.851,194.21275
15619,11,1,336.40000000000003,336.40000000000003
15620,57,3,1553.18,517.7266666666667
15621,4,4,1293.03,323.2575
15622,43,9,3709.56,412.17333333333335
15623,141,1,301.03,301.03
15624,117,4,588.13,147.0325
15625,104,4,1534.26,383.565
15626,75,2,675.8,337.9
15628,5,9,2870.2400000000002,318.91555555555556
15630,45,2,1186.35,593.175
15632,16,8,3285.31,410.66375
15634,17,1,243.55,243.55
15636,90,2,724.76,362.38
15637,53,1,223.36,223.36
15639,134,1,425.32,425.32
15640,4,15,12515.66,834.3773333333334
15641,105,4,1887.2,471.8
15643,192,3,664.0,221.33333333333334
15644,166,4,813.0,203.25
15645,19,1,612.01,612.01
15646,158,3,447.64000000000004,149.21333333333334
15648,204,2,657.35,328.675
15649,336,2,816.0,408.0
15651,37,3,646.3,215.4333333333333
15652,91,1,337.74,337.74
